A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
Magic Mirrors 2                 Challenge-II    0473
Magic Pool                      Beginner-II     1066
Magic Spiral                    Beginner-II     0151
magic square N17                Challenge-V     0401
Magical Shape                   Challenge-I     0804
Magicians Boat                  LaserTank       1161
Magnanimous                     Challenge-I     0842
Magnetic square                 Sokoban-I       1652
Magnified                       LaserTank       0766
Magnitude                       Challenge-I     0798
Maidenwater                     Sokoban-II      0451
Mailable Interior Joker         Challenge-I     0328
Main Diagonal                   Challenge-II    0262
Maine-et-Loire                  Challenge-II    1554
Maine's state maze(Main STR.)   Challenge-II    1681
Major                           Challenge-I     0110
Make a Bow & Take a Bow         Challenge-IV    0216
Make A Bridge                   Sokoban-I       0513
MaKE A bRidGe !!!!!!!!          LaserTank       1217
Make A Bridge By Tunnels        Sokoban-I       0053
Make A Move                     Challenge-II    0956
Make and Take                   Challenge-I     1289
Make It Clean                   Special-I       0218
Make it harder                  Challenge-II    0290
Make It Right!!!!!!!            Challenge-I     1399
Make the mind to Think 1        Challenge-II    0784
Make the mind to think 2        Challenge-II    0787
Make the mind to think 3        Challenge-II    0789
make the mind to think 4        Challenge-II    0791
Make the mind to Think 5        Challenge-II    0793
Make the mind to think 6        Challenge-II    0827
Make the mind to think 7        Challenge-II    0828
make the mind to think 8        Challenge-II    0829
Make the mind to think 9        Challenge-II    0830
Make Way !                      LaserTank       0828
make wize choises               Challenge-I     0397
Make your choice                Challenge-III   0721
Make Your Own Sokoban I         Sokoban-II      0841
Make Your Own Sokoban II        Sokoban-II      0842
Make Your Way                   LaserTank       1515
Make-A-Wish                     Challenge-III   0496
Making a bridge 1               Sokoban-I       0756
Making a bridge 2               Sokoban-I       0757
Making a bridge 3               Sokoban-I       0758
Making a bridge 4               Sokoban-I       0759
Making a bridge 5               Sokoban-I       0760
Making Waves                    LaserTank       0894
-----Maleek´s World 1------     Challenge-II    0046
Malibu Error                    Sokoban-I       0960
Malice Contained                Challenge-IV    0404
Maliciously Mesmerizing         Sokoban-I       1413
Mall Reduction                  Challenge-III   0871
Mall Seduction                  Challenge-IV    0484
Malvinas War                    Challenge-I     0045
Malvinas War Flooded            Challenge-II    0115
Man In The Mirror               Challenge-IV    1066
Man or ice-skater               Beginner-I      0336
Man or Mouse?                   LaserTank       2029
Man Or Mouse?!                  Beginner-II     1340
Managing anti-tanks             Challenge-II    1985
Managing conflict               Challenge-III   1062
Manche                          Challenge-II    1555
Mandala of Hera                 Challenge-III   0822
Mandatory Easy Level            Sokoban-I       1753
manhole                         LaserTank       0621
Maniac Mission                  Challenge-III   0788
Maniaco                         Sokoban-I       0432
Maniaco 2.0                     Sokoban-I       0433
Manobra radical                 Challenge-I     0107
Manor.                          Challenge-III   1153
Mansion: Courtyard              Challenge-III   1458
Manutention                     Challenge-III   0049
Many boxes in two rooms         LaserTank       0959
Many Challenges                 LaserTank       1700
many choices                    Beginner-I      1710
Many Defense                    Beginner-I      1570
Many desks in bureaucracy       Challenge-II    1616
Many flags                      LaserTank       1054
Many flags, 1 correct           Beginner-I      1909
Many free blocks needed         Sokoban-I       0626
Many Guns !!!                   Beginner-II     0949
Many Mirrors                    Challenge-II    1366
Many small bridges              Challenge-III   0697
Many Solutions                  LaserTank       1555
Many tunnels away               Challenge-II    0481
Many ways                       Challenge-I     1849
Manyflags                       LaserTank       0056
Map Reduction                   Sokoban-I       1338
Map Seduction                   Sokoban-II      0008
Maple leaf                      Challenge-V     0365
Maple Leaf 2                    Challenge-V     0508
Map's Reduction                 Challenge-IV    0902
Marajai Blackpool               Sokoban-II      0448
Marble                          Challenge-II    0990
March                           LaserTank       1281
Marcha atras                    Challenge-IV    1263
Märchenerzählbände              Sokoban-II      0177
Mardi Gras                      Challenge-III   1390
Marella                         Challenge-IV    0194
Mareo Seguro                    Challenge-II    1656
MaRiOFáCiO????EsColHa           Beginner-I      1040
maritime cubic                  Beginner-I      0966
Mark Reduction                  Sokoban-I       1339
Mark Seduction                  Beginner-II     0932
Marne                           Challenge-II    1556
Marooned                        Beginner-II     1314
Mars invasion                   Challenge-III   0779
Mars on Jupiter                 Sokoban-I       0947
Mars Spaceship                  Challenge-II    0615
Mars Spaceship II               Challenge-II    0616
Mars Star                       Challenge-II    0614
Marsattack                      Beginner-I      0830
Marshland Walkway               Challenge-IV    1051
Martinengo Cup                  Challenge-III   0310
Marvellous                      Challenge-IV    1196
Marvelous.                      Challenge-IV    1155
Mase of mirors n blocks         LaserTank       0607
Mask Of Life 'n Death           Challenge-IV    0265
Mask Reduction                  Sokoban-I       1340
Mask Seduction                  Challenge-IV    0565
